qid,docid,llm_grade,systems,model
95_4,MARCO_1852460,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,MARCO_2371906,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,MARCO_2371913,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,MARCO_2884338,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_4,MARCO_2989264,0,gpt-4o-mini,gpt-4o-2024-08-06
95_4,MARCO_4184165,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_4,MARCO_486928,1,gpt-4o-mini,gpt-4o-2024-08-06
95_4,MARCO_7572196,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,MARCO_7631657,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_4,MARCO_8519457,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,MARCO_8519462,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_5,CAR_19601058a58d5c2e89639243c8453dd04ddc966e,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
95_5,CAR_1a418fcae431ed14394b46add985870b70ee7836,2,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
95_5,CAR_258e1107ed1c178214a283f9846f2bd04c36bcb4,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
95_5,CAR_6ddd038517fb2ccf827c28f0895bdb6cf47ca36a,1,quretec|raw|t5,gpt-4o-2024-08-06
95_5,CAR_a4c3e7342636ece29c7b6a50e6c7e75c9c535081,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_5,CAR_d37c7f064ba4fb578035fb164c7336808d1f63bd,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
95_5,CAR_d6132c2457277afb039c9eb652ec90b9f5c9155f,2,quretec|raw|t5,gpt-4o-2024-08-06
95_5,MARCO_1302565,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_5,MARCO_1696848,1,human|quretec|raw|t5,gpt-4o-2024-08-06
95_5,MARCO_1873930,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_5,MARCO_3171153,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_5,MARCO_4959988,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_5,MARCO_6591117,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
95_5,MARCO_7822528,2,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
95_5,MARCO_8112802,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_6,CAR_67f73b6e7f2d810124ae66a7fb16b674d50047ba,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_6,CAR_6ba251d88beec5acf9d94d55d7b946ab759ac56a,2,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_6,CAR_91b4ca4560124dfca35fe3867d9e141a14f9bd5b,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_6,MARCO_2294157,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_6,MARCO_8217313,2,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
95_7,CAR_cc2951f82d5df8787ab631fdb56c125f1d30cb22,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_7,CAR_e016bf790e33221c7be135dd9ab101b1179f45b1,0,raw,gpt-4o-2024-08-06
95_7,MARCO_116208,0,raw,gpt-4o-2024-08-06
95_7,MARCO_2147287,1,gpt-4o-mini,gpt-4o-2024-08-06
95_7,MARCO_2665928,0,raw,gpt-4o-2024-08-06
95_7,MARCO_3970849,1,gpt-4o-mini|quretec,gpt-4o-2024-08-06
95_7,MARCO_4151604,0,quretec,gpt-4o-2024-08-06
95_7,MARCO_4231550,0,quretec,gpt-4o-2024-08-06
95_7,MARCO_5120073,0,raw,gpt-4o-2024-08-06
95_7,MARCO_6074518,0,raw,gpt-4o-2024-08-06
95_7,MARCO_7214555,0,raw,gpt-4o-2024-08-06
95_7,MARCO_7800155,0,raw,gpt-4o-2024-08-06
95_7,MARCO_7901463,0,raw,gpt-4o-2024-08-06
95_7,MARCO_7962329,0,raw,gpt-4o-2024-08-06
95_7,MARCO_8218374,0,raw,gpt-4o-2024-08-06
95_8,CAR_e39d5f2ace5a748ae7fede99f92e9e35ce427561,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_8,MARCO_1574546,2,human|t5,gpt-4o-2024-08-06
95_8,MARCO_2260990,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile|quretec|raw,gpt-4o-2024-08-06
95_8,MARCO_5025062,2,human|t5,gpt-4o-2024-08-06
95_8,MARCO_807057,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_1,CAR_295a8f6d587198506ce7e528eee87703224ac7a5,0,gpt-4o,gpt-4o-2024-08-06
96_2,CAR_195dcfcd6ffff26f1775824c403f120eb4d21a19,0,raw,gpt-4o-2024-08-06
96_2,CAR_24171cc1efa77c740e5e0e55e4044b8ce8811cb7,0,t5,gpt-4o-2024-08-06
96_2,CAR_28b2dad31dcf97d7f20f85cb39722f268d0f05b0,0,raw,gpt-4o-2024-08-06
96_2,CAR_63ab25af7eae4ffd3f42ab8eec09bf5f61c9dba8,0,raw,gpt-4o-2024-08-06
96_2,CAR_77ddea0dccf119d7afbde8f61fab056bc553652d,0,raw,gpt-4o-2024-08-06
96_2,CAR_807faed6c0a6e24b886fd4585eb8806de1010dac,0,raw,gpt-4o-2024-08-06
96_2,MARCO_3251804,1,gpt-4o|gpt-4o-mini|quretec|t5,gpt-4o-2024-08-06
96_2,MARCO_3476772,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_2,MARCO_6232062,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_2,MARCO_8420119,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
96_3,MARCO_3654469,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_4,MARCO_3338383,0,raw,gpt-4o-2024-08-06
96_5,CAR_161f74ffbdcc2a6a6040806e500b417793bbc792,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,CAR_2121beebd9089d04d12b66fa9c47050374ca662d,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,CAR_35f6716c40dc36b36f47599e695454f31edb87c3,0,gpt-4o-mini,gpt-4o-2024-08-06
96_5,CAR_36fdd85cc54a21027e376df0e68001558d5ed23a,0,gpt-4o-mini,gpt-4o-2024-08-06
96_5,CAR_7d44e633c7270a888f6b2e95a02839598bd0cae8,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,CAR_a0689f03fed6c3a19fe0b22d855081a029962533,0,quretec,gpt-4o-2024-08-06
96_5,CAR_c507b82dd50e604607c182dfc16327ecfd72154a,1,human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_5,CAR_cb5184e173267017e5b2fd56c9d86fed90addc9d,0,quretec,gpt-4o-2024-08-06
96_5,CAR_f36127fc38bed47d29b729c64f33a25e63fb1b05,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,MARCO_1165237,0,human,gpt-4o-2024-08-06
96_5,MARCO_1289055,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,MARCO_157713,0,gpt-4o-mini,gpt-4o-2024-08-06
96_5,MARCO_4421553,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,MARCO_4631704,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,MARCO_5208391,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_5,MARCO_5397366,0,gpt-4o-mini,gpt-4o-2024-08-06
96_5,MARCO_6133346,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_6,CAR_107af843598249ea9daf4650a1ce50525e8e255a,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,CAR_7fcfb6f9f409a2aea3ec83aa62ee8b2406c413d9,0,t5,gpt-4o-2024-08-06
96_6,CAR_830455d511a15d9ea1f14ae3904e9a9ae2b59dc4,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,CAR_977d7b2ec0c66a71de2889fd040930acacec48da,2,gpt-4o-mini,gpt-4o-2024-08-06
96_6,CAR_a9bd138747fd1f8bdf1b2891d62343a851cd4775,1,t5,gpt-4o-2024-08-06
96_6,CAR_bda94c0fb4da72bd6fcddbc64d1aeaaeb32e6241,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_6,CAR_e1a0adb5ec0ddf5d8f4ab7006db6d8e86b72fccf,0,gpt-4o,gpt-4o-2024-08-06
96_6,MARCO_1139268,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_6,MARCO_1332287,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,MARCO_3395267,0,raw,gpt-4o-2024-08-06
96_6,MARCO_3677925,0,gpt-4o,gpt-4o-2024-08-06
96_6,MARCO_3794695,0,raw,gpt-4o-2024-08-06
96_6,MARCO_3951425,0,gpt-4o,gpt-4o-2024-08-06
96_6,MARCO_3974126,0,human,gpt-4o-2024-08-06
96_6,MARCO_4058200,0,gpt-4o,gpt-4o-2024-08-06
96_6,MARCO_4408726,0,gpt-4o,gpt-4o-2024-08-06
96_6,MARCO_4734085,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,MARCO_5009122,0,human|raw,gpt-4o-2024-08-06
96_6,MARCO_5338337,0,human,gpt-4o-2024-08-06
96_6,MARCO_5913761,0,raw,gpt-4o-2024-08-06
96_6,MARCO_6212442,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_6,MARCO_7237840,0,raw,gpt-4o-2024-08-06
96_6,MARCO_7635814,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,MARCO_7800683,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,MARCO_7800684,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,MARCO_8069973,0,gpt-4o-mini,gpt-4o-2024-08-06
96_6,MARCO_8488063,0,gpt-4o,gpt-4o-2024-08-06
96_7,CAR_700bb9ad244ac257b4cc174525c37af0732f534e,1,gpt-4o-mini,gpt-4o-2024-08-06
96_7,MARCO_5135031,0,gpt-4o-mini,gpt-4o-2024-08-06
96_7,MARCO_6712630,1,raw,gpt-4o-2024-08-06
96_7,MARCO_8402002,1,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_8,CAR_5f3ac62a8b4d0fe25293eeda2ec34f87dd6af6cf,0,gpt-4o-mini,gpt-4o-2024-08-06
96_8,CAR_61bef28b925fb645a1670eac21463b2857d82a36,0,gpt-4o|human|quretec|raw|t5,gpt-4o-2024-08-06
96_8,MARCO_1363059,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
96_8,MARCO_1401003,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_8,MARCO_1401009,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_8,MARCO_4335106,0,gpt-4o,gpt-4o-2024-08-06
96_8,MARCO_5287637,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_8,MARCO_5566677,0,gpt-4o|human|llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
96_8,MARCO_6312914,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
96_8,MARCO_6312920,0,gpt-4o-mini,gpt-4o-2024-08-06
96_8,MARCO_6382587,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_8,MARCO_6425837,0,gpt-4o,gpt-4o-2024-08-06
96_8,MARCO_6589839,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
96_8,MARCO_7767594,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
96_8,MARCO_8622974,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_1,CAR_2c34b4b4d76d7bf53cba27ef48b5525ab34978a0,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_1,CAR_2f80d766fdfa63489d1d483c43952c2e03388d9d,3,gpt-4o-mini,gpt-4o-2024-08-06
97_1,CAR_44b0031de3de9356fe428a139341295f2cbc8699,4,gpt-4o,gpt-4o-2024-08-06
97_1,CAR_630915546a3f327070dcdea7dc29713e162ac7f3,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_1,CAR_8314e84ab49e7296ceeb261daede99b56f5bd270,1,gpt-4o,gpt-4o-2024-08-06
97_1,MARCO_868190,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_2,CAR_1faf6b4f0d0ad8c0e8477511d247206235c3ecd7,4,human,gpt-4o-2024-08-06
97_2,CAR_dae07a1bfbcf55a8245fe1aa9fa0607e55b01578,3,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|raw|t5,gpt-4o-2024-08-06
97_3,CAR_22b92775851815b9433f0b0d90bf010ad407e269,0,raw,gpt-4o-2024-08-06
97_3,CAR_487c4a3456639ea054e78ee9adf1bc04d904043e,0,raw,gpt-4o-2024-08-06
97_3,CAR_992ac321ef0e66c1a40367b67dc4733af0e6f357,0,raw,gpt-4o-2024-08-06
97_3,CAR_d3010f854b5c15402e5a5fe98b87f220fb8186ec,0,raw,gpt-4o-2024-08-06
97_3,CAR_d3d26b75435646ae37ef661230cae090cb8a7688,0,raw,gpt-4o-2024-08-06
97_4,CAR_1d8e56bb4def035a6922e49001af8ba1fcbed078,0,human,gpt-4o-2024-08-06
97_4,CAR_ea8e5422ce49328ce4879a342ecfdd7069e67e1c,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_5,CAR_00dfd73e31898b06aa8b580753488d3704294700,0,raw,gpt-4o-2024-08-06
97_5,CAR_173a1ee618130a40089cff342df8ffb8aa442d3c,0,gpt-4o,gpt-4o-2024-08-06
97_5,CAR_562c1b5faa02730b6507ec07625b69f9eca85621,0,raw,gpt-4o-2024-08-06
97_5,CAR_6547c043c7a0e650998912b2ab248a3104535a81,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_5,CAR_66b87053a9ab5a9d50ae166991858ef4dc5785ef,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_5,CAR_66f42fbbd6305551d23fa83086a2f9c50af0753b,0,gpt-4o,gpt-4o-2024-08-06
97_5,CAR_cad19c2cc62b4f099b0996f00d543f4a61c98086,0,raw,gpt-4o-2024-08-06
97_5,CAR_d9766a6e9b4620a00981e2526fed8bbf970e4ea7,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_5,CAR_ea78f40554a9523af31bbe43de2eff1fa6879cd4,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_5,MARCO_1996855,0,raw,gpt-4o-2024-08-06
97_5,MARCO_2572515,0,gpt-4o-mini,gpt-4o-2024-08-06
97_5,MARCO_2654062,0,gpt-4o-mini,gpt-4o-2024-08-06
97_5,MARCO_316782,0,gpt-4o-mini,gpt-4o-2024-08-06
97_5,MARCO_316786,0,raw,gpt-4o-2024-08-06
97_5,MARCO_32834,0,gpt-4o-mini,gpt-4o-2024-08-06
97_5,MARCO_3730559,0,raw,gpt-4o-2024-08-06
97_5,MARCO_4185234,0,raw,gpt-4o-2024-08-06
97_5,MARCO_4354930,0,gpt-4o|quretec,gpt-4o-2024-08-06
97_5,MARCO_6059722,0,gpt-4o-mini,gpt-4o-2024-08-06
97_5,MARCO_6674347,0,raw,gpt-4o-2024-08-06
97_5,MARCO_731897,0,raw,gpt-4o-2024-08-06
97_6,CAR_0096378c484fb1590e606d3f3997bfda1f4b8227,0,llama-3.1-8b-instant|quretec|raw,gpt-4o-2024-08-06
97_6,CAR_2c6b0f83618f396be1e13f40789744cb89247880,0,t5,gpt-4o-2024-08-06
97_6,CAR_4863f8c9421f97a8a39f19e7adfc87780b7a863c,0,llama-3.1-8b-instant|quretec|raw,gpt-4o-2024-08-06
97_6,CAR_6071d08e7ca25e825f565cbeaf8f6711bf8854f1,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_6,CAR_9e48e9b38f3bc5d2728afaa88b5cfeea08eae245,0,t5,gpt-4o-2024-08-06
97_6,MARCO_1377686,0,gpt-4o-mini,gpt-4o-2024-08-06
97_6,MARCO_2139533,0,gpt-4o-mini,gpt-4o-2024-08-06
97_6,MARCO_3808344,0,gpt-4o-mini,gpt-4o-2024-08-06
97_6,MARCO_4006900,0,gpt-4o-mini,gpt-4o-2024-08-06
97_6,MARCO_4354928,0,t5,gpt-4o-2024-08-06
97_6,MARCO_4354932,0,t5,gpt-4o-2024-08-06
97_6,MARCO_4354934,0,t5,gpt-4o-2024-08-06
97_6,MARCO_4915656,0,gpt-4o-mini,gpt-4o-2024-08-06
97_6,MARCO_5903459,0,gpt-4o-mini,gpt-4o-2024-08-06
97_6,MARCO_6404836,0,gpt-4o-mini,gpt-4o-2024-08-06
97_6,MARCO_870509,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_064bbe9ccf02a06508fc1165b128aa9e25fc3286,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_7,CAR_0930348fcf44719b8640e5996f93c92674b3b7d3,0,t5,gpt-4o-2024-08-06
97_7,CAR_0e01ee525cb7b1bc78465c60163db12f37b7b012,0,gpt-4o|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
97_7,CAR_1b628cc1f6ffebd459402a6a22390b5f0282ecd0,0,raw,gpt-4o-2024-08-06
97_7,CAR_21cc96a129eab1a4d25d8b956e6a0fe3216b800b,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_258847fd1e3147099d92779c07d5239c638d24ce,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_35d46798b0132989102d650144b43e1248ca9f8d,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_7,CAR_36bdd2153c7d7296da0c2f91187586bc8df94f65,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_407b92519aae4214f62e56c7456a299b4ca3f421,0,raw,gpt-4o-2024-08-06
97_7,CAR_48f6967f37377902f8bb754742b143ea4c757a69,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_7,CAR_5bc0065f64d708ac788da67edf73a58aa9530549,0,t5,gpt-4o-2024-08-06
97_7,CAR_6aa4895a46e6a2e9c89463c89946a66c674b7540,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_7,CAR_716964c8deb24520ba1fa70830cf663ac95f6f52,0,gpt-4o,gpt-4o-2024-08-06
97_7,CAR_78241d413ad2659f04766ae7eea76b30fdde76ca,0,raw,gpt-4o-2024-08-06
97_7,CAR_86dfa49977dd72e62cdf976daa8ee2fed170eec0,0,raw,gpt-4o-2024-08-06
97_7,CAR_8eac967cff0e5e22ffb75af58dfe49f888eec855,0,quretec,gpt-4o-2024-08-06
97_7,CAR_9cd7b84a3ad768e9faf3d2aa27a13d6bc0d5c054,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_7,CAR_a071c82f4fad89bca4640c78268aaf695d4aecd1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_7,CAR_a190334764bb4c2e6024876d1ede7fcd9cc84d9a,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_af9a337b961a3cab5fe2eecb519b2b888db1749f,0,raw,gpt-4o-2024-08-06
97_7,CAR_c5f5c5ac624fb0d18240f29983ca4c3acd73f9da,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_cb328cfd820a4839fddeb5569606d97fa4787770,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_cffe7211299bf5e6e8f71884886917ce9b55c2a7,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_d115e47dcae39f34777f8e5e8274735c22bb8694,0,gpt-4o,gpt-4o-2024-08-06
97_7,CAR_d70ad758227fda7a266b8eddf0bb14894104e36c,0,raw,gpt-4o-2024-08-06
97_7,CAR_e0e9ce86e0e7ac518209e89f9817d24dd66190a2,0,raw,gpt-4o-2024-08-06
97_7,CAR_e2ba9c43abda469c7ead895794ab5c5f828893ec,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_ea4d9bf07f97ae51aface65060ef071bb7712ec4,0,raw,gpt-4o-2024-08-06
97_7,CAR_ec9bc58c5e8f68edcf2f6ef74a0d6c6eee69cf62,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,CAR_fae4981d5f3db6f6912b0038dd51ee821c65bfd2,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_7,MARCO_1419620,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_7,MARCO_3857529,0,gpt-4o-mini,gpt-4o-2024-08-06
97_7,MARCO_7880020,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
97_8,CAR_073cd7975d0788dbc4dec2471bab9f8497626e9d,0,raw,gpt-4o-2024-08-06
97_8,CAR_0a69cf199f1e1273791951ba9dd9b2bcbd2d0e1b,0,raw,gpt-4o-2024-08-06
97_8,CAR_111d996d25fddc2ef75849216ffe00411112eb19,0,t5,gpt-4o-2024-08-06
97_8,CAR_21673bf75dcb2815e76443b3fc6417311f1ac19d,0,raw,gpt-4o-2024-08-06
97_8,CAR_2e7ec366339c4712ad00a848b3db71d070b6db7e,1,human,gpt-4o-2024-08-06
97_8,CAR_393063c296b285fa52091bce3b2e3797fc11ffc8,0,raw,gpt-4o-2024-08-06
97_8,CAR_3e14ab2f94b9ea7abd9cd2695efd5aa02715f933,1,llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
97_8,CAR_581cf993e5425bf6bcf3d5b3a4604bb4a8918540,4,gpt-4o|llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
97_8,CAR_5e31d8ddab3e8bd037d06cf0373b442747f25524,0,raw,gpt-4o-2024-08-06
97_8,CAR_64f788f02b9d4a78fca7e18a19739ac099424572,0,raw,gpt-4o-2024-08-06
97_8,CAR_77d0fb53f3dc7442dd4386d579abe7aa088ed4f1,0,t5,gpt-4o-2024-08-06
97_8,CAR_862a6e617e1509f8935214f1e92a369a65851624,0,t5,gpt-4o-2024-08-06
97_8,CAR_91904b1d91a64116158a345f81cb6351306253b2,2,human,gpt-4o-2024-08-06
97_8,CAR_99acdc8eb7d357074074c99803d261f95549fada,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_8,CAR_a4027668d0349fc11164073e7718c871df4dff37,0,t5,gpt-4o-2024-08-06
97_8,CAR_a8c4917a060a25974da65aed961c12ce343a5a7d,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_8,CAR_ac1c5d8d3bcc9478bd02f4b35ff25f2a3166769c,0,t5,gpt-4o-2024-08-06
97_8,CAR_af8567d725e52ae12abad2175ff7b22a7ddbe4b4,3,human,gpt-4o-2024-08-06
97_8,CAR_c69da8ccf8fce063e8e4baefdb4e6885fb7e59fa,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
97_8,CAR_d057c7de15086cff5c506a2039ef0eaaaa409f03,0,t5,gpt-4o-2024-08-06
97_8,CAR_d97ce7959c525571033a0d5a42c3d8d04a94d752,0,t5,gpt-4o-2024-08-06
97_8,MARCO_1679389,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_2226471,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_4491823,0,raw,gpt-4o-2024-08-06
97_8,MARCO_4556785,0,raw,gpt-4o-2024-08-06
97_8,MARCO_5111777,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_5238180,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_674577,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_8204694,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_8242924,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_8348171,0,gpt-4o-mini,gpt-4o-2024-08-06
97_8,MARCO_8437441,0,raw,gpt-4o-2024-08-06
98_1,CAR_18dbc23d2c893bbe22ad2be2ae063aea975096a8,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
98_1,CAR_273763d0a16e5a2abdb454b64ad3843469745c3f,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_1,CAR_3b92c848073e430ccd75dbc263e558fcf26fc5be,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
98_1,CAR_3d7f01dc599cdb17b03ab4fdbe1302137e2939c2,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_1,CAR_c6ec76d7c3ec71a65fc14838df0c9b956bf273d7,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
98_1,MARCO_7319675,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_2,CAR_044f7f9aa751cec3fba65ebf240a1fb912f32610,1,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_2,CAR_2c61a2edc2306fc4d028e917e7eda64c7a40d655,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
98_2,CAR_31922f7403d70653c555e726dfc873628a21803d,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_2,CAR_33507896a612b33b45066a91af63c119af7c6f6e,1,gpt-4o-mini,gpt-4o-2024-08-06
98_2,CAR_f8ce1be20673ec56a72ec8f8a251b58304b04dcc,2,gpt-4o,gpt-4o-2024-08-06
98_2,MARCO_1668132,0,quretec|raw,gpt-4o-2024-08-06
98_2,MARCO_293760,0,gpt-4o,gpt-4o-2024-08-06
98_2,MARCO_4154300,0,quretec|raw|t5,gpt-4o-2024-08-06
98_2,MARCO_5580145,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_3,CAR_0e4366e7f17470b65d894c38acb660dbe3569f22,0,gpt-4o-mini,gpt-4o-2024-08-06
98_3,CAR_9f758d0c52a4f7756a4f1b5c81cee6eb39f58ded,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_3,CAR_f5e0b292e9882cf4cb4596669231ca0bf139b800,1,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_3,MARCO_3604662,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_3,MARCO_3831854,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_3,MARCO_5101486,0,quretec|raw,gpt-4o-2024-08-06
98_3,MARCO_6775705,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_4,MARCO_1802185,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
98_4,MARCO_197849,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
98_4,MARCO_2428017,0,gpt-4o-mini,gpt-4o-2024-08-06
98_4,MARCO_2727647,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
98_4,MARCO_4233036,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_4,MARCO_5112500,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
98_4,MARCO_5112504,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
98_4,MARCO_5297888,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_4,MARCO_5297892,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
98_4,MARCO_5297894,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
98_4,MARCO_7577448,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
